,window_2_avg_per_window_mean_of_window_means,window_2_avg_per_sentence_mean_of_window_means,window_2_avg_per_response_mean_of_window_means,window_2_avg_per_window_mean_of_window_medians,window_2_avg_per_sentence_mean_of_window_medians,window_2_avg_per_response_mean_of_window_medians,window_8_avg_per_window_mean_of_window_means,window_8_avg_per_sentence_mean_of_window_means,window_8_avg_per_response_mean_of_window_means,window_8_avg_per_window_std_of_window_means,window_8_avg_per_sentence_std_of_window_means,window_8_avg_per_response_std_of_window_means,window_8_avg_per_window_mean_of_window_stds,window_8_avg_per_sentence_mean_of_window_stds,window_8_avg_per_response_mean_of_window_stds,window_8_avg_per_window_std_of_window_stds,window_8_avg_per_sentence_std_of_window_stds,window_8_avg_per_response_std_of_window_stds,window_8_avg_per_window_mean_of_window_medians,window_8_avg_per_sentence_mean_of_window_medians,window_8_avg_per_response_mean_of_window_medians
part-01,0.4505124520202574,0.4505124520202574,0.4505124520202574,0.4505124520202574,0.4505124520202574,0.4505124520202574,0.4073934570833965,0.4073934570833965,0.4073934570833965,0.05422128489868736,0.05422128489868736,0.05422128489868736,0.1186654546125092,0.1186654546125092,0.1186654546125092,0.016380167573195766,0.016380167573195766,0.016380167573195766,0.3979926053319742,0.3979926053319742,0.3979926053319742
part-02,0.490194369606203,0.490194369606203,0.490194369606203,0.490194369606203,0.490194369606203,0.490194369606203,0.4444924437982425,0.4444924437982425,0.4444924437982425,0.06020485950992487,0.06020485950992487,0.06020485950992487,0.1257474195078292,0.1257474195078292,0.1257474195078292,0.01940094977006193,0.01940094977006193,0.01940094977006193,0.4384708636790215,0.4384708636790215,0.4384708636790215
