,window_2_avg_per_window_mean_of_window_means,window_2_avg_per_sentence_mean_of_window_means,window_2_avg_per_response_mean_of_window_means,window_2_avg_per_window_mean_of_window_medians,window_2_avg_per_sentence_mean_of_window_medians,window_2_avg_per_response_mean_of_window_medians,window_8_avg_per_window_mean_of_window_means,window_8_avg_per_sentence_mean_of_window_means,window_8_avg_per_response_mean_of_window_means,window_8_avg_per_window_std_of_window_means,window_8_avg_per_sentence_std_of_window_means,window_8_avg_per_response_std_of_window_means,window_8_avg_per_window_mean_of_window_stds,window_8_avg_per_sentence_mean_of_window_stds,window_8_avg_per_response_mean_of_window_stds,window_8_avg_per_window_std_of_window_stds,window_8_avg_per_sentence_std_of_window_stds,window_8_avg_per_response_std_of_window_stds,window_8_avg_per_window_mean_of_window_medians,window_8_avg_per_sentence_mean_of_window_medians,window_8_avg_per_response_mean_of_window_medians
part-01,0.3643165165686696,0.3643165165686696,0.3643165165686696,0.3643165165686696,0.3643165165686696,0.3643165165686696,0.3672502708374693,0.3672502708374693,0.3672502708374693,0.024118297766959,0.024118297766959,0.024118297766959,0.0973611710760904,0.0973611710760904,0.0973611710760904,0.0100751092699431,0.0100751092699431,0.0100751092699431,0.3568605071350765,0.3568605071350765,0.3568605071350765
part-02,0.4318688480207646,0.4318688480207646,0.4318688480207646,0.4318688480207646,0.4318688480207646,0.4318688480207646,0.4027256875378681,0.4027256875378681,0.4027256875378681,0.0233495097526041,0.0233495097526041,0.0233495097526041,0.1029069940206798,0.1029069940206798,0.1029069940206798,0.0063900335946419,0.0063900335946419,0.0063900335946419,0.4010056112452809,0.4010056112452809,0.4010056112452809
