Metric,Similarity_Score
mean_of_window_means,0.4027256875378681
std_of_window_means,0.023349509752604105
mean_of_window_stds,0.10290699402067982
std_of_window_stds,0.006390033594641989
mean_of_window_medians,0.4010056112452809

New Section
Metric,Similarity_Score
mean_of_window_means,0.4027256875378681
std_of_window_means,0.023349509752604105
mean_of_window_stds,0.10290699402067982
std_of_window_stds,0.006390033594641989
mean_of_window_medians,0.4010056112452809

New Section
Metric,Similarity_Score
mean_of_window_means,0.4027256875378681
std_of_window_means,0.023349509752604105
mean_of_window_stds,0.10290699402067982
std_of_window_stds,0.006390033594641989
mean_of_window_medians,0.4010056112452809

New Section
Metric,Similarity_Score
mean_of_window_means,0.4027256875378681
std_of_window_means,0.023349509752604105
mean_of_window_stds,0.10290699402067982
std_of_window_stds,0.006390033594641989
mean_of_window_medians,0.4010056112452809

New Section
Metric,Similarity_Score
mean_of_window_means,0.4027256875378681
std_of_window_means,0.023349509752604105
mean_of_window_stds,0.10290699402067982
std_of_window_stds,0.006390033594641989
mean_of_window_medians,0.4010056112452809
