Metric,Similarity_Score
mean_of_window_means,0.4611088719903825
std_of_window_means,0.09184749414543157
mean_of_window_stds,0.15221883564125893
std_of_window_stds,0.028593399708179656
mean_of_window_medians,0.46310910727085075

New Section
Metric,Similarity_Score
mean_of_window_means,0.4611088719903825
std_of_window_means,0.09184749414543157
mean_of_window_stds,0.15221883564125893
std_of_window_stds,0.028593399708179656
mean_of_window_medians,0.46310910727085075

New Section
Metric,Similarity_Score
mean_of_window_means,0.4611088719903825
std_of_window_means,0.09184749414543157
mean_of_window_stds,0.15221883564125893
std_of_window_stds,0.028593399708179656
mean_of_window_medians,0.46310910727085075

New Section
Metric,Similarity_Score
mean_of_window_means,0.4611088719903825
std_of_window_means,0.09184749414543157
mean_of_window_stds,0.15221883564125893
std_of_window_stds,0.028593399708179656
mean_of_window_medians,0.46310910727085075

New Section
Metric,Similarity_Score
mean_of_window_means,0.4611088719903825
std_of_window_means,0.09184749414543157
mean_of_window_stds,0.15221883564125893
std_of_window_stds,0.028593399708179656
mean_of_window_medians,0.46310910727085075
