Metric,Similarity_Score
mean_of_window_means,0.4259256866644163
std_of_window_means,0.049415038519910345
mean_of_window_stds,0.1142952247607933
std_of_window_stds,0.015766711552476366
mean_of_window_medians,0.41451646246460294

New Section
Metric,Similarity_Score
mean_of_window_means,0.4259256866644163
std_of_window_means,0.049415038519910345
mean_of_window_stds,0.1142952247607933
std_of_window_stds,0.015766711552476366
mean_of_window_medians,0.41451646246460294

New Section
Metric,Similarity_Score
mean_of_window_means,0.4259256866644163
std_of_window_means,0.049415038519910345
mean_of_window_stds,0.1142952247607933
std_of_window_stds,0.015766711552476366
mean_of_window_medians,0.41451646246460294

New Section
Metric,Similarity_Score
mean_of_window_means,0.4259256866644163
std_of_window_means,0.049415038519910345
mean_of_window_stds,0.1142952247607933
std_of_window_stds,0.015766711552476366
mean_of_window_medians,0.41451646246460294

New Section
Metric,Similarity_Score
mean_of_window_means,0.4259256866644163
std_of_window_means,0.049415038519910345
mean_of_window_stds,0.1142952247607933
std_of_window_stds,0.015766711552476366
mean_of_window_medians,0.41451646246460294
