section_index,sentence_index,perplexity
0,0,27.484515032131352
0,1,10.10108664679391
0,2,3.2948066936009837
0,3,4.167275851978984
0,4,5.984897103331043
0,5,3.6995727819554856

New Section
section_index,sentence_index,perplexity
1,0,584.5891588221041
1,1,4.376468962329404
1,2,3.6693094441849192
1,3,3.4491521000408234
1,4,3.748168251883255

New Section
section_index,sentence_index,perplexity
2,0,48.95057308113502
2,1,2.8615437237903714
2,2,13.728427719401576
2,3,5.684184437456101
2,4,24.821480629042494
2,5,2.539856055085514

New Section
section_index,sentence_index,perplexity
3,0,69.29866185911592
3,1,4.364252873719195
3,2,6.519341177695037
3,3,14.61473664724992
3,4,2.692868016822357
