section_index,sentence_index,perplexity
0,0,27.484515032131352
0,1,24.667048397109333
0,2,7.713979913854566
0,3,4.987267622427442
0,4,7.926560279442922
0,5,6.211170711162989

New Section
section_index,sentence_index,perplexity
1,0,584.5891588221041
1,1,10.197627141225707
1,2,4.970514665578209
1,3,20.17525968319934

New Section
section_index,sentence_index,perplexity
2,0,48.950455766164474
2,1,3.45297009653724
2,2,3.242255101414846
2,3,2.8870772573506716
2,4,2.4448553263200496

New Section
section_index,sentence_index,perplexity
3,0,69.29866185911592
3,1,3.9328947825094462
3,2,15.045208769929657
3,3,4.13032405171479
3,4,12.217021481504606
