context_span,semantic_distance,perplexity,entropy
166.4628236257074,0.36690505421000097,6.944994996230414,2.7261738153557253
148.9829970064548,0.36690505421000097,6.944994996230414,2.7261738153557253
132.8119918350747,0.36690505421000097,6.944994996230414,2.7261738153557253
135.9354676926397,0.36383850268488926,6.520379361053003,2.626080582285986
148.36377434874342,0.39307543514479926,4.7824342538560245,2.1661334351143418
88.47397085996309,0.39393604930918896,6.204465845931785,2.6376223316122043
164.48278586296584,0.42615209000430143,5.782227049299648,2.6046702049962884
187.91502659285618,0.38043432001748473,6.124191737166916,2.3848715335571846
179.6449080010808,0.45958934524682266,5.24155771254533,2.441954994407471
176.41452589681225,0.4798397815402098,4.735471143025507,2.2258438589386915
135.87360832198735,0.42884717732276034,5.472658456176333,2.4711746395082224
114.67263294305143,0.46237943006921645,5.33421001339333,2.3198446353529523
153.51465820062938,0.4325240713214387,4.935877824039201,2.3628375125458327
125.1788101271059,0.4108004468235537,5.613951012993824,2.4557227988880648
180.4871580058258,0.46270243634451247,5.303669802717105,2.264754923355834
149.58163275224226,0.37899134244189886,6.7289413478025555,2.597129630118415
150.31016433413316,0.4260301419334291,5.878697283357538,2.387779832090728
172.9315815324981,0.36690505421000097,6.944994996230414,2.7261738153557253
134.50265089940046,0.36637751147155007,6.671019150768988,2.5475264217456184
106.47097662328724,0.38362930764556574,6.933324644756109,2.6520480402062336
165.99219858541835,0.4350531202998075,5.790422903992748,2.297735385895253
100.15912722370291,0.3848425230055811,4.762431291051229,2.3165010179334784
128.0399521888507,0.4524271921109006,5.552095035280912,2.2587832995584307
140.90080250483996,0.3843808358768362,6.8047379856072,2.6264808389544485
146.50721863285963,0.4149073490941864,5.241217401706885,2.2536295349307265
153.68229318465987,0.36690505421000097,6.944994996230414,2.7261738153557253
128.32977805138898,0.4375964003876938,4.796604477317794,2.2494625882648025
107.86031343758115,0.38462739180966526,7.406581498252425,2.6696252957798348
152.26046734642773,0.3720682313888161,6.394449272246319,2.5026703771585836
111.14237745454056,0.37314611457324925,6.305132067283407,2.468898220199414
143.22486820778101,0.45038160431797547,5.549158556980608,2.2773797480578097
139.83118355830896,0.4354182612310436,6.2272008720040875,2.4427318712457633
148.1571517061226,0.3807639817452265,6.4647214926805425,2.6290727310335718
124.50789194091536,0.47222704742107996,4.842325836520671,2.161302656042116
148.57366341501813,0.46001833936329733,6.464355212185403,2.30817233431153
126.64328358736438,0.4143724124048819,5.558417416463187,2.47177619410631
133.3094015344909,0.3843808358768362,6.8047379856072,2.6264808389544485
148.19973692132584,0.3816573677460099,6.091029677630903,2.461401376221329
141.87543941936025,0.43722709319103004,5.0631186688086816,2.3698957253636532
98.4596641387083,0.436708904423286,6.938325883508884,2.420446068653837
141.0870050838634,0.44142141478468416,4.996144498881967,2.2454002323435587
168.62329153328352,0.439701015994621,5.212118302244595,2.293729763920419
125.80992720661725,0.4493093477362204,4.893049453007836,2.2158499720036553
139.43334741382026,0.4628264281087171,4.917845501816565,2.476460646244232
142.5731486573434,0.4534943040349743,5.4569979853319275,2.26784954145158
118.8911514747314,0.41850517703904283,7.892985822498401,2.3491950866212195
116.5827617275026,0.4288373921421852,5.756718052551116,2.358662846748932
136.9154671213369,0.3843556204583881,6.742792898820955,2.6714145332902066
133.09923689093878,0.4379845482566375,5.676612735862779,2.3022157141962385
139.1684896157015,0.4711963455562463,5.133681726928431,2.2702865729287987
175.59401351394382,0.45206054148947145,5.1823999556613956,2.2910409601014337
