temperature,semantic_distance,perplexity,entropy
0.3092282366032462,0.3843808358768362,8.100723503094445,2.6174750975210612
0.7326015656306498,0.3508785562301688,7.761308816678829,2.4854190043914013
0.2660097130195379,0.3843808358768362,8.100723503094445,2.6174750975210612
1.3791786096533714,0.4609250230289662,6.133542976646355,2.26994794310093
0.5899277181500274,0.37976625185299584,8.030938652310292,2.7511199973523617
1.0257047690406238,0.46171087340530936,4.3372225890935905,2.1092381648445393
1.4493905511620557,0.43226566544149586,6.3182977990289375,2.124787022522918
0.5337718025952336,0.3843808358768362,8.100723503094445,2.6174750975210612
0.13812750211167546,0.3843808358768362,8.100723503094445,2.6174750975210612
1.0163265726252795,0.38256760578263116,7.209439789254831,2.600325598796779
0.032201767944764925,0.3843808358768362,8.100723503094445,2.6174750975210612
0.4793754121487273,0.3843808358768362,8.100723503094445,2.6174750975210612
0.6405818553095697,0.354530612053135,7.725903576088715,2.4916426086580596
1.1315134190032912,0.38455354507504896,8.246357559540074,2.4441075035889597
0.6594294427103213,0.42402921443950536,5.758504099815815,2.3523731736254088
1.083503588557283,0.4597908714823327,5.343911518825696,2.3369123223402046
0.5357796219396895,0.3843808358768362,8.100723503094445,2.6174750975210612
0.4304057416371671,0.3843808358768362,8.100723503094445,2.6174750975210612
0.25487273987291115,0.3843808358768362,8.100723503094445,2.6174750975210612
0.9857850941807933,0.3937409159552614,6.452420606146401,2.447161962872887
1.1579171005517288,0.41154657687894153,5.577639451210973,2.370330909818963
2.2541943036092627,0.37975844086528715,8.95622060355623,2.6115530912798866
1.5105865789317492,0.3940295997691848,5.79415844841865,2.3869349266438245
0.19439275461655947,0.3843808358768362,8.100723503094445,2.6174750975210612
-0.34364555114995443,0.3843808358768362,8.100723503094445,2.6174750975210612
1.2764181851645997,0.42949215655308126,5.281596043946084,2.2687815984049027
1.2627558799067014,0.3530754863816247,8.469783222212294,2.7793196698125358
1.4465472534288575,0.4691911602801875,5.564696256879523,2.1083711013224358
0.9815517881244548,0.46662914858863813,7.462525011615073,2.443951154210643
1.5398087554303035,0.39075444989765024,7.412517487005235,2.5897268112003804
0.4495483667833788,0.3843808358768362,8.100723503094445,2.6174750975210612
1.5700290471207827,0.42585823121636074,6.103678558013569,2.4576773597154675
0.8731529938707394,0.3993856607919925,6.250039577194089,2.436010514292866
2.005408157505024,0.4182694477933721,8.016205103166394,2.4772125074687676
0.6857837197007084,0.3843808358768362,8.100723503094445,2.6174750975210612
0.47829517601522953,0.3843808358768362,8.100723503094445,2.6174750975210612
0.19917914250130797,0.3843808358768362,8.100723503094445,2.6174750975210612
1.5548483299052829,0.40638468376623177,7.591994183963363,2.474464373887483
1.168469197421667,0.42328030800885336,6.544442569758152,2.4371558364693926
1.5340541891040829,0.4060394903783423,6.257635083045887,2.4541275189607403
-0.0995178808367676,0.3843808358768362,8.100723503094445,2.6174750975210612
1.3460157187924642,0.42536404888376306,6.271343926854634,2.399547595914067
0.21388720595278776,0.3843808358768362,8.100723503094445,2.6174750975210612
1.1820285699478896,0.4320471652763525,6.4631279312300896,2.5246092884335667
0.22556876504085666,0.3843808358768362,8.100723503094445,2.6174750975210612
-0.23072528579933793,0.3843808358768362,8.100723503094445,2.6174750975210612
1.0939897305898336,0.42089937234438235,6.195560983369187,2.5689030982305607
0.740580599887321,0.3783873954989233,7.810021313864214,2.6299921245877877
0.026151149704598642,0.3843808358768362,8.100723503094445,2.6174750975210612
1.38073671835277,0.42176737912038725,5.983046721830648,2.2973349420021156
0.49664521995309574,0.3843808358768362,8.100723503094445,2.6174750975210612
0.19854806428532734,0.3843808358768362,8.100723503094445,2.6174750975210612
1.5146077794994637,0.42906326715320015,6.086399225398118,2.5303333421548206
1.1234060196216258,0.4702555536930443,11.8795762560058,2.9453691743590213
1.1695128015338887,0.4952157896607529,4.510187268841061,2.483651835595568
0.5888437836603474,0.4057567118476451,8.719173494327075,2.68263408770928
1.4398096488489713,0.4490665510230559,8.967779216354725,2.828939334385925
1.30524516863986,0.5244164137693257,4.024405487255498,1.9491831173791605
2.9094626769121295,0.4699106719319657,8.272673796632217,2.870865543282801
1.9428156041990534,0.49930850780430536,6.954251054637229,2.2992929532615975
0.9176416994910174,0.4057567118476451,8.719173494327075,2.68263408770928
1.330557123746869,0.4743607008058618,4.301029248071009,2.4707975692581385
1.3933905082197477,0.5194033232667175,4.856126455936498,2.3237159745467286
0.9421007277846627,0.44318937387349194,8.870397423411092,2.572886244290405
0.6924703316745069,0.42092623518044214,8.273276365128764,2.6733638586906285
