target_length,semantic_distance,perplexity,entropy
109.87073234408628,0.384133691714869,4.237076202418287,2.1792773835361006
105.25672967753255,0.2922596621672502,4.308245128237616,1.9068996560572369
182.281068701916,0.2825553629896379,4.806598791389184,1.888894238110931
161.12740900784146,0.30959591462663716,4.726380933441845,1.7894022414337896
192.93033542108242,0.30796981965784553,4.413713818894299,1.532104581451057
154.45055875469342,0.2937584868407884,4.346879293050929,1.6828395461470627
126.57395030124042,0.33182909893853196,5.938244538397088,2.180870991996882
177.26460825665112,0.30704893486024193,4.545929894125397,1.717902853770832
114.91540269256862,0.31754092198738515,4.3493026283425165,1.9519219475690848
123.67042533165204,0.3109264877111261,3.9659997348680793,1.8207408076490363
171.43755093909576,0.29069216601131925,4.156165185934078,1.6894120422154666
121.91436036668875,0.30602881634609924,4.186149560201051,1.6662459083319983
135.47383105313043,0.3470007255607513,9.523272067616244,2.1010125797820858
118.1315618579261,0.41811638057995676,5.81094481790861,2.0963882640512153
141.29412579520286,0.2949311943138564,4.608054306603545,1.9810802561806444
151.8882326815921,0.2943291110132587,4.43881719636547,1.6918834048972695
111.31818251963242,0.31005597106293875,3.9815483491168235,1.6941132724129906
75.6895137160349,0.27285741001698555,5.413424820188628,2.266988732134147
114.26546522185066,0.2787901557729754,4.1451912375146955,1.6946741480323662
161.46673343571368,0.3556554376425911,6.252097630264391,2.0457042570598425
55.211609140568555,0.4058003166775177,5.811526515616586,2.2492885852498667
153.60797012605244,0.29094081293324936,4.089837121242252,1.7126319300532986
139.04383995369028,0.33104229417954123,5.436570987588982,1.774718748989782
134.76262141998893,0.31091105583857026,5.254819010664111,2.1643684265040553
45.483631523041325,0.29541763626951256,5.868210830655169,2.5170289444235654
121.56212875926171,0.2932373352315896,4.981659289612282,1.8435449789877405
156.06005462245315,0.30408065050068994,4.031146365078637,1.496265734426267
54.4200972020937,0.2889334847947335,5.568330799375109,2.463908589910716
138.17894754428573,0.3118994752185314,3.84166949545017,1.9044316817619054
123.5814901157725,0.35749402986900297,6.36455612527553,2.3109759256207885
162.30425910224469,0.3128262609022893,4.397336362744618,1.673127137235133
128.4944282812699,0.349398959806379,5.031426250277909,1.9941868544395627
194.0932550035797,0.3262593634995137,4.116670785006662,1.6238534426903006
129.86744264997813,0.32710074070687745,6.097196870897068,1.9248677523546787
140.02825135257035,0.26609542189614704,3.314191426090684,1.6553535935241632
116.25487637972002,0.27809230186941625,3.992639867210813,1.8020773807981831
86.96004388729222,0.2968203658581631,4.896606181054399,2.057257235992611
95.4362920444807,0.3319561562715911,4.983366859226749,1.8215250092109532
129.89199660112914,0.31322280059164526,4.418118958117325,1.8286921720685512
141.25925893898452,0.3724649831909521,4.288863738848157,1.860146823750907
93.43833046593201,0.3670960834503876,6.251864748377435,1.9353286262863039
180.27168539843564,0.29516842013388894,3.523613731074651,1.4926743542688876
83.5701769266309,0.2989874781409347,4.771089349530687,2.0882315746706874
114.79813149187348,0.31754092198738515,4.3493026283425165,1.9519219475690848
141.77521608879314,0.29911421803891586,5.224380812865126,2.187307806499773
131.4097783524574,0.3484991424697779,5.060276867553126,1.998053103333546
161.1183609047527,0.31008815474827695,4.532800459396354,1.673127137235133
80.73771722944711,0.29421553737390344,5.157033964165298,2.0801937758817144
86.74098642477344,0.37944489731819064,4.968832214151311,1.843557519404123
88.60773197689487,0.3125857587532914,4.588426263984556,2.083446743120676
162.59131774310325,0.31324032995824724,4.337652011043594,1.7385118530860737
144.2435865756484,0.30275127023878856,4.315169321409625,1.534590610450521
131.91230525590117,0.3496003582536163,4.234564549123747,2.1334920962757775
90.07658760888515,0.29763709260450644,4.685995204559434,1.9097197789251088
124.19197582119841,0.34819740129063287,9.500813575831586,2.0538981799993103
175.31861852859237,0.30761813227526125,4.570133399581502,1.577611729141526
153.68289225232778,0.3783868195672207,4.984924463604332,1.7284556375974698
195.5641460020919,0.4102535750560042,4.169397025115528,1.7949939174680314
154.63717703642064,0.33975932696744787,4.2026848269403425,1.6797022890473647
201.84516209492244,0.32128084025446213,4.538926599649087,1.6958270078650444
116.57822723280854,0.31494139843567953,4.707127199409919,1.9444108350352118
139.88027058287528,0.34198393320661863,5.961672512815644,2.0475838795780787
138.69237208314576,0.30039673406279893,11.696651153106389,1.9663478455670615
139.87698289325013,0.3420214937369832,4.917519902459446,1.909234075442187
163.07912457313975,0.3811275036508118,5.254326593716607,1.7012711537386709
199.6506487632106,0.3214565000052647,4.4095836845565115,1.8906026592767187
140.08609166203635,0.31586084812889714,5.331368246314523,2.0444623485723836
116.73729104746442,0.365019864165913,5.374114684804912,1.9582193510544796
139.2424562116113,0.3055656237680598,4.816923631776089,1.8392738915637743
178.17695551611507,0.29979823622403534,5.1760692303507625,1.7278710889586946
142.3565493039083,0.32090851431300615,4.1006624715332975,1.7897741707406707
87.61064620651052,0.3308732347879217,4.051217099733962,2.0823327803743945
160.7173609260885,0.3046500909893195,3.1848526150302403,1.4912622984921335
107.18277364000366,0.32328628830355705,4.572765167821623,2.050590107719581
108.61303062333624,0.27103648390998913,4.161194493185122,1.7125922382655967
140.17165277735205,0.30603700123101457,3.4357999012171443,1.7212885612781403
103.02927083313423,0.3118061982123503,4.832940577894217,2.056701391834118
94.31612161523276,0.3097532067534664,4.391873016576821,1.9934697696742314
113.02315920462885,0.262782642729679,5.305313619987263,1.9743322387863047
115.17194697417986,0.30507596093108613,4.023973591131251,1.9330057814950123
165.3939755950435,0.3355328886680816,4.3156267856861215,1.8913553771486535
121.54941656625307,0.2916981914749656,4.70654458649228,1.862875638384786
167.45893703797404,0.28704679628318547,3.795663600696744,1.4167800354659195
113.15545655050197,0.30963521049570963,6.184503611659609,1.999060596640715
157.24596672168863,0.28132120702975194,6.686179645553503,2.2031886468348265
134.5983918742557,0.29438445523703555,4.274060440269734,2.041636225991739
216.74335891463483,0.28865130207677897,2.602217240630759,1.0982647124245064
174.37891781954374,0.34022353746951417,4.225530218167524,1.8571371677233122
114.47223304594297,0.31983737197456386,4.4330145490209265,1.976999334174559
134.09738008469122,0.28110322432228707,3.738346822410955,1.7223183481502489
128.28697442459892,0.3324093119628757,4.086687103130665,1.888389064227037
90.63441860667882,0.2604949876066552,5.437228451558195,1.8896330098888563
105.8271600035709,0.32126076263658715,5.659038689928695,2.0626872492810855
149.77289350873704,0.2994916700922585,8.94099020501933,2.103644012679951
171.30541089901675,0.32407022275530944,4.3714613704134475,1.9193437927514314
156.5672078989337,0.3064040685275586,4.494354957885179,1.728341052566909
154.4464050814331,0.29091152842598217,11.56476542024682,1.8352352268729009
120.977455329458,0.3350587065863379,5.677477252113785,2.04561708306049
198.1817301945935,0.3600199715989186,4.444650834554483,1.5776771718523928
165.83928846343514,0.3407966430022159,4.6543908754719,1.8186231195592346
83.3228493925468,0.3688492794265637,6.085118350378996,2.2078235353220186
140.02913339406228,0.30805780292969553,5.291377114422029,2.1079318402917124
152.57055856750588,0.2798504176801962,3.403277755903759,1.5709275815354582
145.1539754012552,0.31440264564736686,6.477149097777726,1.6877110455641369
69.27822959173162,0.3036157687540976,17.881687829140983,2.9616900017278063
136.10030884779255,0.29814577101458684,13.411364532199801,2.3254953334387394
91.23079463311805,0.3415753779924977,8.959682502407007,2.3847367625373104
102.09141531049664,0.29960108054912865,12.021956046635879,2.5387952574678967
