context_span,semantic_distance,perplexity,entropy
166.4628236257074,0.3723952426273933,7.00844738519956,1.8560959429911619
148.9829970064548,0.3230294727791465,5.273393445076881,1.7546332250433128
132.8119918350747,0.27861204259138184,5.509224799463682,1.6926796510394309
135.9354676926397,0.3184496362146955,7.894026328529325,1.9591882841241122
148.36377434874342,0.3184496362146955,7.894026328529325,1.9591882841241122
88.47397085996309,0.26137550592535846,11.29819371892904,2.1327142489810837
164.48278586296584,0.30336479580942094,4.932975899028846,1.9360389113395426
187.91502659285618,0.32143644259043547,4.141756812765853,1.7776590790902265
179.6449080010808,0.25078409654300116,5.562745327533691,1.9047852812266985
176.41452589681225,0.3287706887080304,7.068487362108753,1.9369167550793354
135.87360832198735,0.3184496362146955,7.894026328529325,1.9591882841241122
114.67263294305143,0.38231592692440014,8.112276331274181,1.8826746049521983
153.51465820062938,0.3510845659592722,6.185913740735323,1.693841783160928
125.1788101271059,0.33052861011617085,9.430094534103796,2.053296129865986
180.4871580058258,0.32491827065984186,5.243766111349128,1.4952604899528004
149.58163275224226,0.32855320616153416,6.883203893581362,1.8656126373985475
150.31016433413316,0.3196554690495674,7.483702718411701,1.9800868338046578
172.9315815324981,0.3570956170551257,8.072516438606385,2.0657358414560023
134.50265089940046,0.3184496362146955,7.894026328529325,1.9591882841241122
106.47097662328724,0.2916783805995439,6.884701278792268,1.8921841384731868
165.99219858541835,0.2480497815274336,5.160102623906528,1.9294634001850282
100.15912722370291,0.3255489302677589,8.166777087215008,2.098514234986609
128.0399521888507,0.31482875026870527,6.255555162593919,1.774896592479698
140.90080250483996,0.35271820345376415,4.398621655969083,1.9480585632426664
146.50721863285963,0.34272140000346935,7.081126433790628,1.8771831261218284
153.68229318465987,0.3184496362146955,7.894026328529325,1.9591882841241122
128.32977805138898,0.34128825179740274,6.999180402262571,1.9707049565249175
107.86031343758115,0.286898183802396,6.462856076227335,1.6636290536701206
152.26046734642773,0.34879255380802554,3.9293556156466467,1.747381722278078
