sampling,semantic_distance,perplexity,entropy
0.7835421546661414,0.42325669089634194,5.654711546970178,2.2877793071303425
0.8442711721662439,0.37976625185299584,8.030938652310292,2.7511199973523617
1.0415153536355615,0.456551699060971,5.894474376462939,2.223394870706161
0.8877292598635769,0.4396755239633801,6.279559164791062,2.2929962457813047
0.8299994128654917,0.4031584732978025,5.579160522421252,2.4023066034858833
1.078494460825779,0.36340698157535445,9.140591842650792,2.7851578872899214
0.9102302553872952,0.4172844766295951,7.195432163731644,2.5319369197885195
0.9676682227406386,0.4366686876240941,6.4745900268427965,2.3078464465700868
0.7569468608945077,0.3843808358768362,8.100723503094445,2.6174750975210612
0.941313201330151,0.36933923594303886,6.812639578023942,2.452752687547925
0.9158177035615576,0.37262504587583856,7.435210066468562,2.4275255780667067
0.8465865154005957,0.41152931793654685,5.938831132343566,2.3981369446148166
0.8725475312236827,0.40788719737763884,6.188959804592557,2.52777181739931
0.9512342398410008,0.431619079917959,5.15802674084092,2.371784697119624
0.8118214817848975,0.3843808358768362,8.100723503094445,2.6174750975210612
0.7905001886008871,0.46189786799403065,4.9994656768084615,2.1016393770669524
0.942893881050264,0.46205793805117157,7.0536520453129095,2.5585937670432033
0.8646763968912636,0.3843808358768362,8.100723503094445,2.6174750975210612
1.0658192309097632,0.43251781909093395,6.787584913282263,2.377992668043589
0.8686366835536747,0.4673227704970997,6.023596321447241,2.4132058698365966
1.0070057983104843,0.4050443374950013,8.009165456786594,2.527851793473252
0.9269272674162635,0.3796167631080323,7.008294663435687,2.4315131990704684
0.9729587418009419,0.4268057413016661,5.682260606943186,2.4929018278739283
0.8058347180869236,0.37850062335721896,8.391059872146503,2.7347015504921344
1.0887671566541783,0.4232873071609964,5.2723636972806665,2.272809127674383
0.8708280721881136,0.393879190965707,6.137614891003533,2.272619428056659
1.1266907345411554,0.41152931793654685,5.938831132343566,2.3981369446148166
1.023410793624352,0.4261973178569215,6.311878019874998,2.320453782424425
0.8692842577490395,0.4300415086562966,6.915857434010708,2.5452252668271096
0.91075007652249,0.38339640874384484,7.781560805485936,2.551341823240938
0.838333186598592,0.4687310066642564,5.40060269260237,2.2458941805426305
0.9746213114898775,0.39070444369563445,7.4734146798431516,2.6086538120305964
0.8776924427711413,0.45928872589849107,6.016511230761983,2.3159571767152687
0.8408458646696557,0.4245047695531014,5.110377931706558,2.2951020683704204
0.9425128966820058,0.3692171037705799,8.08514097375455,2.7505652036618544
1.1834095330028,0.4390346689424034,5.428532315133148,2.3928643049129956
0.9491041610573347,0.43206727878391016,5.318485627436452,2.292943514064403
0.9760005102936652,0.45716224421528395,6.03929446581308,2.2292354465912685
0.9018900078535367,0.46275579158600766,5.93147337391005,2.26610828440844
0.9319541771280997,0.45252190571379547,6.14070232085046,2.316477346539789
0.8917684863489427,0.38351591806299484,8.38576652404607,2.5334479410408273
0.8885419314656393,0.4047299710051868,6.8274511993578555,2.5432491376250983
0.7279662625172966,0.3969471708574552,7.933536097222792,2.694889529516283
0.8489166180195953,0.4077347091356249,5.20104896237418,2.131376890731709
0.806240646683448,0.43336575493777946,5.1897896364188085,2.1607602206810084
0.9498258688470058,0.42491366789438145,6.17049398370613,2.318240974375623
0.9367909306528798,0.4650732901666843,5.299782236814229,2.2246292928359526
0.9401387989143757,0.4242524629695753,5.746582980890354,2.4922617150900455
0.966195944620456,0.42293155484898287,6.405139127844326,2.3842198617388437
1.0791725657983908,0.4103058675043483,7.1405331009891695,2.456318440567702
1.0993025390424822,0.36208649958466577,7.037510725720753,2.4395501065999268
1.0473325978237842,0.4563236287045361,3.655722521780639,1.9225538012963768
0.8637994136261282,0.4891949762444826,5.088307663448564,2.579166253656149
0.9172377451941863,0.5078101240357916,5.621081567857282,2.4970414368135314
0.8547273932312055,0.4131101848971994,8.923280460274096,2.7320556392749915
0.8572081602757956,0.4057567118476451,8.719173494327075,2.68263408770928
0.7631827103437997,0.4057567118476451,8.719173494327075,2.68263408770928
0.8273653105635627,0.42092623518044214,8.273276365128764,2.6733638586906285
0.7000390462577454,0.5032977949779687,4.450983261529001,2.312972674611956
0.6584271275044282,0.4767355931731902,4.457560567856915,2.476640949083958
0.6668038461328333,0.4165993837473166,10.145495873520389,2.7926084675170757
0.7065922850309936,0.4057567118476451,8.719173494327075,2.68263408770928
0.6979668978299705,0.46423615991950123,8.638544717234277,2.6728287876716683
0.8045350836797726,0.5221013882583393,4.830398190992367,2.2744123926968314
1.0235028806204958,0.4464528751324339,6.454095464082412,2.408903077725441
0.855452651576548,0.46876758490770637,5.391247704260806,2.630816898991664
0.7259490998676829,0.5155243964370607,6.035225932031662,2.288574405915795
0.7380681467458322,0.49682328958756644,5.184143546848591,2.5616229313115277
0.8805567538145246,0.49983847695776823,4.031975145276298,2.2745954801212065
0.7263995066813727,0.49103545363219575,4.878366809742274,2.560950183495879
0.8703913698672594,0.5059766892449402,4.94576174184942,2.2686843153787777
0.7490207997493975,0.43935653513274414,12.100251694685515,2.9436265936604253
0.8993620456342517,0.4124591232411494,8.804943719324042,2.7131707006349015
0.7703671171274078,0.49516257834828864,7.269373695718352,2.4290738429488807
0.7482322253102688,0.5197686045358869,4.466827010110917,2.337871047668159
0.7923295244815312,0.4057567118476451,8.719173494327075,2.68263408770928
0.8804615597451528,0.4924431715845171,7.447058273810593,2.824535560248227
0.7864556924442685,0.4685874150706169,10.636318487653988,2.963009193953541
0.9911490876455299,0.4057567118476451,8.719173494327075,2.68263408770928
0.828708265253192,0.4613612230692787,7.596029302960197,2.475338401813661
0.8508254601946212,0.5386884658595749,4.036302947908023,1.9235423405052108
0.9221213477400255,0.4418152198458322,7.202213061072609,2.801707141791229
0.7819859419382441,0.5009503480400103,4.187250145769236,2.356699593665619
0.887480916459728,0.4499359133096336,9.321833496017344,2.831745825175728
0.8824478249355375,0.5197686045358869,4.466827010110917,2.337871047668159
0.7235886924178844,0.5197686045358869,4.466827010110917,2.337871047668159
0.9279547653924456,0.5165158577853172,4.970341415970098,2.679406184317737
0.9212645647751836,0.5109944855683964,5.315619946470568,2.3667374103097245
0.8625820624981934,0.46109030217923,5.463542948654459,2.470880050212145
0.887918419197534,0.49262362311989033,5.3976389531561875,2.5861532097061475
0.7920819157499757,0.4906355741043468,6.927420801533026,2.4409897611315907
0.9590466765807011,0.5499234462409066,3.797669857878873,1.9153650194938694
0.8855741167667502,0.5009503480400103,4.187250145769236,2.356699593665619
0.686116453795913,0.5148578562678057,4.5198983789062455,2.338587665813975
0.8027507000164734,0.5074265194039267,4.689092358091154,2.3684883544920012
